topology,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
all_to_all,0.9,5,0.8349319480410652,0.0092914840559556,6.944347826086957,1.828622256584963,8,0.2226086956521739,0.3121739130434782,0.0865217391304347,0.4437724012415305
all_to_all,0.9,6,0.8118382434249078,0.0060886548086892,6.782608695652174,1.4752014376564022,6,0.2673913043478261,0.3352173913043478,0.0865217391304347,0.3622846550901499
all_to_all,0.9,7,0.8574285578070662,0.0061465221286796,5.70695652173913,1.388538282989357,5,0.2843478260869565,0.1813043478260869,0.0865217391304347,0.1801640243878127
all_to_all,0.9,8,0.7916794010005067,0.009050014598553,6.770869565217391,1.6105964680784468,7,0.2439130434782608,0.3726086956521739,0.0865217391304347,0.4537446061508465
all_to_all,0.9,9,0.8155025039654304,0.0083186323840373,6.671304347826087,1.6040039692779309,7,0.2634782608695652,0.3052173913043478,0.0865217391304347,0.360578880617619
all_to_all,0.9,10,0.8369501309037686,0.0069465420884166,6.671304347826087,1.680515718845094,7,0.2752173913043478,0.3052173913043478,0.0865217391304347,0.3717573985198932
all_to_all,0.9,11,0.8418780388013016,0.0081303714975914,7.426956521739131,1.7521078852593244,8,0.2395652173913043,0.3539130434782608,0.0865217391304347,0.4715409213197563
all_to_all,0.9,12,0.8154706012643749,0.0094680639389541,7.055652173913043,1.7371736818050587,7,0.2117391304347826,0.3508695652173913,0.0865217391304347,0.4804618500056117
all_to_all,0.9,13,0.7862204635035149,0.0095691469541608,7.461739130434783,1.5661685515764483,7,0.2508695652173913,0.4869565217391304,0.0865217391304347,0.5713288148008954
all_to_all,0.9,14,0.8369863000852095,0.0061519919915277,7.227391304347826,1.5477998898613543,7,0.2595652173913043,0.3026086956521739,0.0865217391304347,0.3468031459199551
all_to_all,0.9,15,0.8092692997631318,0.0080493565952415,6.309565217391304,1.4725886059142352,6,0.2852173913043478,0.2591304347826087,0.0865217391304347,0.2727557020358151
all_to_all,0.9,16,0.8156194305039117,0.0096664262408626,7.468695652173913,1.838802314238989,7,0.2260869565217391,0.3869565217391304,0.0865217391304347,0.5506674165870441
all_to_all,0.9,17,0.8076185913038402,0.011162949463189,7.584782608695652,1.7438671907080474,7,0.2365217391304347,0.4452173913043478,0.0865217391304347,0.5927645241609948
all_to_all,0.9,18,0.7778373151143411,0.0137911935012358,7.249130434782609,1.6960629937118907,7,0.2295652173913043,0.4939130434782608,0.0865217391304347,0.6453991010870626
all_to_all,0.9,19,0.8400393578776956,0.0071429626275355,7.724347826086957,1.755393740265938,7,0.2147826086956521,0.3308695652173913,0.0865217391304347,0.4560592590786184
